"","HOUR","ID","SITE","DayNum","DATE","TIME","BEG","Date_Banded","Colony_Site_Banded","count","date.diff"
"288",11,"DB-R95","CNB",45,2015-09-06,"11:38",0,2015-06-26,"GGNY",93,72
"289",11,"DB-P38","CNB",45,2015-09-06,"11:31",0,2015-06-26,"GGNY",93,72
"290",11,"RD-V51","CNB",27,2015-08-19,"11:14",0,2015-06-26,"SNME",93,54
"291",11,"RD-V25","CNB",27,2015-08-19,"11:41",2,2015-06-25,"SNME",93,55
"292",11,"RD-L24","PHH",33,2015-08-25,"11:54",0,2015-07-10,"TBNS",93,46
"293",11,"RD-U27","PRPN",16,2015-08-08,"11:29",0,2015-06-22,"EEME",93,47
"294",11,"DB-R78","CNB",27,2015-08-19,"11:29",1,2015-06-26,"GGNY",93,54
"295",11,"RD-L28","PHH",33,2015-08-25,"11:35",0,2015-07-10,"TBNS",93,46
"296",11,"DB-S74","PWE",42,2015-09-03,"11:05",1,2015-06-29,"GGNY",93,66
"297",11,"RD-J75","MNWR",48,2015-09-09,"11:27",0,2015-07-06,"JYME",93,65
"298",11,"DB-P25","PHH",33,2015-08-25,"11:14",0,2015-06-26,"GGNY",93,60
"299",11,"YL-B46","PWE",42,2015-09-03,"11:28",0,2015-07-10,"SNME",93,55
"300",11,"YL-E18","CNB",45,2015-09-06,"11:22",0,2015-07-24,"SYNH",93,44
"301",11,"DB-R61","CNB",9,2015-08-01,"11:23",0,2015-06-25,"GGNY",93,37
"302",11,"RD-W17","PHH",33,2015-08-25,"11:06",2,2015-06-19,"SNME",93,67
"303",11,"DB-W82","CNB",27,2015-08-19,"11:09",0,2015-06-29,"GGNY",93,51
"304",11,"RD-V45","PHH",33,2015-08-25,"11:29",0,2015-06-26,"SNME",93,60
"305",11,"DB-X44","CNB",27,2015-08-19,"11:01",0,2015-06-24,"GGNY",93,56
"306",11,"DB-P44","CNB",9,2015-08-01,"11:57",4,2015-06-26,"GGNY",93,36
"307",11,"DB-F23","PHH",31,2015-08-23,"11:09",0,2015-06-25,"MYMA",93,59
"308",11,"DB-Y22","PHH",33,2015-08-25,"11:43",0,2015-06-20,"GGNY",93,66
"309",11,"DB-T58","PRPN",16,2015-08-08,"11:12",5,2015-06-26,"GGNY",93,43
"310",11,"DB-P13","CNB",27,2015-08-19,"11:01",0,2015-06-25,"GGNY",93,55
"311",11,"DB-U53","PWE",42,2015-09-03,"11:43",11,2015-07-01,"GGNY",93,64
"313",11,"DB-R08","MNWR",48,2015-09-09,"11:27",0,2015-06-23,"GGNY",93,78
"314",11,"RD-S06","PRPN",41,2014-09-02,"11:00",0,2014-06-27,"SYNH",93,67
"315",11,"RD-W06","PRPN",4,2015-07-27,"11:02",0,2015-06-17,"SNME",93,40
"316",11,"DB-X46","PWE",44,2015-09-05,"11:25",3,2015-06-24,"GGNY",93,73
"317",11,"RD-L15","PHH",31,2015-08-23,"11:03",0,2015-07-10,"TBNS",93,44
"318",11,"RD-S53","PHH",33,2015-08-25,"11:01",0,2015-06-24,"SYNH",93,62
"319",11,"RD-W09","PHH",33,2015-08-25,"11:45",0,2015-06-17,"SNME",93,69
"320",11,"DB-X29","CNB",27,2015-08-19,"11:41",0,2015-06-24,"GGNY",93,56
"321",11,"DB-T32","PWE",42,2015-09-03,"11:28",3,2015-06-27,"GGNY",93,68
"322",11,"RD-V20","PHH",33,2015-08-25,"11:59",0,2015-06-24,"SNME",93,62
"323",11,"RD-U67","PHH",33,2015-08-25,"11:21",0,2015-06-27,"EEME",93,59
"324",11,"RD-W87","PRPN",16,2015-08-08,"11:02",0,2015-06-24,"SNME",93,45
"325",11,"RD-S76","PWE",42,2015-09-03,"11:16",11,2015-06-25,"SYNH",93,70
"326",11,"DB-Z10","PWE",42,2015-09-03,"11:50",0,2015-07-03,"GGNY",93,62
"327",11,"RD-W86","CNB",9,2015-08-01,"11:57",0,2015-06-24,"SNME",93,38
"329",12,"RD-X38","PHH",33,2015-08-25,"12:01",7,2015-07-05,"EEME",55,51
"330",12,"DB-X65","PHH",33,2015-08-25,"12:56",0,2015-06-24,"GGNY",55,62
"331",12,"DB-Y57","PWE",44,2015-09-05,"12:00",8,2015-06-23,"GGNY",55,74
"332",12,"YL-E14","PHH",33,2015-08-25,"12:28",0,2015-07-17,"SYNH",55,39
"334",12,"RD-L29","PHH",33,2015-08-25,"12:23",5,2015-07-10,"TBNS",55,46
"335",12,"RD-V24","PHH",33,2015-08-25,"12:02",0,2015-06-25,"SNME",55,61
"336",12,"DB-W82","PHH",35,2015-08-27,"12:57",0,2015-06-29,"GGNY",55,59
"337",12,"RD-S81","PHH",35,2015-08-27,"12:43",0,2015-06-26,"SYNH",55,62
"338",12,"DB-Y90","PHH",33,2015-08-25,"12:44",0,2015-06-25,"GGNY",55,61
"339",12,"RD-V21","PHH",35,2015-08-27,"12:53",0,2015-06-25,"SNME",55,63
"340",12,"RD-W09","PHH",35,2015-08-27,"12:52",0,2015-06-17,"SNME",55,71
"341",12,"DB-S68","PHH",35,2015-08-27,"12:57",0,2015-06-29,"GGNY",55,59
"342",12,"DB-T22","PHH",33,2015-08-25,"12:08",0,2015-06-27,"GGNY",55,59
"343",12,"RD-W69","PHH",33,2015-08-25,"12:29",0,2015-06-22,"SNME",55,64
"344",12,"DB-P76","PWE",44,2015-09-05,"12:00",0,2015-06-26,"GGNY",55,71
"345",12,"DB-X03","PHH",35,2015-08-27,"12:43",0,2015-06-22,"GGNY",55,66
"346",12,"DB-L51","PHH",35,2015-08-27,"12:45",0,2015-06-20,"GGNY",55,68
"347",12,"DB-L57","PHH",33,2015-08-25,"12:12",0,2015-06-22,"GGNY",55,64
"348",12,"DB-R02","PHH",33,2015-08-25,"12:56",0,2015-06-23,"GGNY",55,63
"349",12,"DB-T13","PHH",33,2015-08-25,"12:12",0,2015-06-26,"GGNY",55,60
"350",12,"DB-W82","PHH",35,2015-08-27,"12:30",0,2015-06-29,"GGNY",55,59
"351",12,"DB-Z26","PHH",35,2015-08-27,"12:57",0,2015-07-17,"GGNY",55,41
"352",12,"DB-U69","PHH",35,2015-08-27,"12:37",10,2015-07-01,"GGNY",55,57
"353",13,"RD-W61","PHH",33,2015-08-25,"13:28",0,2015-06-22,"SNME",40,64
"354",13,"RD-W76","PHH",33,2015-08-25,"13:36",0,2015-06-22,"SNME",40,64
"355",13,"DB-X65","PHH",35,2015-08-27,"13:49",0,2015-06-24,"GGNY",40,64
"356",13,"RD-Y35","PHH",35,2015-08-27,"13:23",0,2015-07-10,"CYNS",40,48
"357",13,"DB-W51","THM",17,2015-08-09,"13:27",0,2015-06-27,"GGNY",40,43
"358",13,"DB-S74","PHH",35,2015-08-27,"13:04",0,2015-06-29,"GGNY",40,59
"359",13,"RD-J73","PHH",47,2015-09-08,"13:58",0,2015-07-03,"JYME",40,67
"360",13,"DB-P12","THM",17,2015-08-09,"13:24",1,2015-06-25,"GGNY",40,45
"361",13,"RD-V04","PHH",35,2015-08-27,"13:43",1,2015-06-24,"SNME",40,64
"362",13,"RD-W39","PHH",4,2015-07-27,"13:43",1,2015-06-22,"SNME",40,35
"363",13,"YL-E15","PHH",33,2015-08-25,"13:11",5,2015-07-17,"SYNH",40,39
"364",13,"DB-S03","PHH",47,2015-09-08,"13:58",0,2015-06-26,"GGNY",40,74
"365",13,"RD-W61","PHH",4,2015-07-27,"13:55",0,2015-06-22,"SNME",40,35
"366",13,"DB-Y06","PHH",47,2015-09-08,"13:50",0,2015-06-18,"GGNY",40,82
"367",13,"DB-L40","WJP",25,2015-08-17,"13:20",0,2015-06-20,"GGNY",40,58
"368",13,"DB-S22","PHH",33,2015-08-25,"13:41",0,2015-06-27,"GGNY",40,59
"369",13,"RD-W18","PHH",35,2015-08-27,"13:32",5,2015-06-19,"SNME",40,69
"370",13,"RD-S83","PHH",35,2015-08-27,"13:55",2,2015-06-26,"SYNH",40,62
"371",13,"DB-Y54","PHH",35,2015-08-27,"13:41",9,2015-06-23,"GGNY",40,65
"372",13,"RD-S59","PHH",35,2015-08-27,"13:27",0,2015-06-24,"SYNH",40,64
"373",13,"RD-S60","PHH",33,2015-08-25,"13:31",0,2015-06-24,"SYNH",40,62
"374",13,"RD-S89","THM",17,2015-08-09,"13:27",1,2015-06-26,"SYNH",40,44
"375",13,"DB-T74","PHH",47,2015-09-08,"13:50",1,2015-06-27,"GGNY",40,73
"376",13,"RD-L24","PHH",35,2015-08-27,"13:36",0,2015-07-10,"TBNS",40,48
"378",13,"DB-L18","PHH",35,2015-08-27,"13:27",1,2015-06-18,"GGNY",40,70
"379",13,"DB-P04","PHH",35,2015-08-27,"13:47",0,2015-06-25,"GGNY",40,63
"380",13,"RD-X38","PHH",35,2015-08-27,"13:57",0,2015-07-05,"EEME",40,53
"381",13,"RD-U39","PHH",47,2015-09-08,"13:58",0,2015-06-25,"EEME",40,75
"382",13,"DB-R61","PHH",35,2015-08-27,"13:39",0,2015-06-25,"GGNY",40,63
"383",13,"RD-U46","PHH",35,2015-08-27,"13:23",0,2015-06-25,"EEME",40,63
"384",13,"DB-R86","PHH",35,2015-08-27,"13:04",0,2015-06-26,"GGNY",40,62
"386",14,"DB-P95","PHH",35,2015-08-27,"14:18",0,2015-06-26,"GGNY",27,62
"387",14,"RD-U99","PHH",47,2015-09-08,"14:03",5,2015-06-29,"EEME",27,71
"388",14,"DB-P97","PHH",47,2015-09-08,"14:47",0,2015-06-26,"GGNY",27,74
"389",14,"DB-X54","PHH",35,2015-08-27,"14:01",0,2015-06-23,"GGNY",27,65
"390",14,"DB-T13","PHH",35,2015-08-27,"14:28",0,2015-06-26,"GGNY",27,62
"391",14,"DB-R26","CNB",56,2015-09-17,"14:59",0,2015-06-24,"GGNY",27,85
"392",14,"DB-W13","PHH",47,2015-09-08,"14:49",0,2015-06-30,"GGNY",27,70
"393",14,"YL-F56","PHH",47,2015-09-08,"14:06",1,2015-07-13,"FICT",27,57
"394",14,"RD-L27","PHH",47,2015-09-08,"14:20",0,2015-07-10,"TBNS",27,60
"395",14,"DB-T46","PHH",47,2015-09-08,"14:06",0,2015-06-27,"GGNY",27,73
"396",14,"DB-Y70","PHH",47,2015-09-08,"14:41",0,2015-06-24,"GGNY",27,76
"397",14,"DB-R61","PHH",47,2015-09-08,"14:03",0,2015-06-25,"GGNY",27,75
"398",14,"RD-L32","PHH",47,2015-09-08,"14:12",1,2015-07-10,"TBNS",27,60
"399",14,"YL-E19","PHH",35,2015-08-27,"14:33",0,2015-07-24,"SYNH",27,34
"400",14,"RD-W96","PHH",35,2015-08-27,"14:20",2,2015-06-24,"SNME",27,64
"401",14,"YL-B66","PHH",47,2015-09-08,"14:12",4,2015-07-10,"SNME",27,60
"402",14,"DB-T60","CNB",56,2015-09-17,"14:40",0,2015-06-26,"GGNY",27,83
"403",14,"DB-R84","PHH",47,2015-09-08,"14:56",2,2015-06-26,"GGNY",27,74
"404",14,"DB-R06","PHH",47,2015-09-08,"14:47",0,2015-06-23,"GGNY",27,77
"405",14,"RD-S54","PHH",47,2015-09-08,"14:28",0,2015-06-24,"SYNH",27,76
"406",14,"DB-L51","PHH",47,2015-09-08,"14:12",0,2015-06-20,"GGNY",27,80
"407",14,"RD-W15","PHH",47,2015-09-08,"14:20",0,2015-06-19,"SNME",27,81
"408",14,"RD-V69","CNB",56,2015-09-17,"14:40",0,2015-06-27,"SNME",27,82
"409",14,"RD-X48","CNB",56,2015-09-17,"14:40",0,2015-07-11,"EEME",27,68
"410",15,"DB-U69","PHH",47,2015-09-08,"15:04",0,2015-07-01,"GGNY",27,69
"411",15,"RD-J72","PHH",47,2015-09-08,"15:16",0,2015-07-02,"JYME",27,68
"412",15,"RD-X34","PHH",47,2015-09-08,"15:46",0,2015-06-24,"EEME",27,76
"413",15,"RD-S93","PHH",47,2015-09-08,"15:31",0,2015-06-27,"SYNH",27,73
"414",15,"RD-V67","ENM",31,2015-08-23,"15:43",1,2015-06-27,"SNME",27,57
"415",15,"YL-E08","PHH",47,2015-09-08,"15:37",0,2015-07-01,"SYNH",27,69
"416",15,"RD-S98","PHH",47,2015-09-08,"15:54",1,2015-06-27,"SYNH",27,73
"417",15,"RD-W28","PHH",47,2015-09-08,"15:57",0,2015-06-19,"SNME",27,81
"418",15,"RD-X23","PHH",47,2015-09-08,"15:16",0,2015-07-03,"EEME",27,67
"419",15,"DB-U91","PHH",47,2015-09-08,"15:24",0,2015-07-02,"GGNY",27,68
"420",15,"DB-S60","WJP",22,2015-08-14,"15:42",7,2015-06-27,"GGNY",27,48
"421",15,"RD-W38","PHH",47,2015-09-08,"15:16",7,2015-06-20,"SNME",27,80
"422",15,"DB-S71","PHH",47,2015-09-08,"15:33",0,2015-06-29,"GGNY",27,71
"423",15,"RD-V75","PHH",47,2015-09-08,"15:24",0,2015-06-27,"SNME",27,73
"424",15,"RD-W86","PHH",47,2015-09-08,"15:04",0,2015-06-24,"SNME",27,76
"425",15,"RD-W24","PHH",47,2015-09-08,"15:37",0,2015-06-19,"SNME",27,81
"426",15,"RD-T99","ENM",31,2015-08-23,"15:49",0,2015-06-16,"SNME",27,68
"427",15,"DB-T22","PHH",47,2015-09-08,"15:05",11,2015-06-27,"GGNY",27,73
"428",15,"RD-S55","PHH",47,2015-09-08,"15:12",11,2015-06-24,"SYNH",27,76
"429",15,"RD-U21","PHH",47,2015-09-08,"15:26",0,2015-06-19,"EEME",27,81
"430",15,"RD-S81","PHH",47,2015-09-08,"15:12",0,2015-06-26,"SYNH",27,74
"431",15,"RD-V75","WJP",22,2015-08-14,"15:36",0,2015-06-27,"SNME",27,48
"432",15,"DB-U19","PHH",47,2015-09-08,"15:24",2,2015-07-01,"GGNY",27,69
"433",16,"DB-P35","PHH",47,2015-09-08,"16:09",11,2015-06-26,"GGNY",13,74
"434",16,"RD-Y38","PHH",47,2015-09-08,"16:12",0,2015-07-10,"CYNS",13,60
"435",16,"DB-P95","PHH",47,2015-09-08,"16:02",0,2015-06-26,"GGNY",13,74
"436",16,"DB-L40","WJP",8,2015-07-31,"16:55",0,2015-06-20,"GGNY",13,41
"437",16,"DB-W44","PRPN",30,2015-08-22,"16:41",0,2015-06-30,"GGNY",13,53
"438",16,"RD-J98","PHH",47,2015-09-08,"16:04",0,2015-06-23,"JYME",13,77
"440",17,"DB-F20","PWE",7,2015-07-30,"17:21",0,2015-06-17,"MYMA",48,43
"441",17,"YL-E08","PHH",24,2015-08-16,"17:50",0,2015-07-01,"SYNH",48,46
"442",17,"RD-S81","PHH",40,2015-09-01,"17:37",1,2015-06-26,"SYNH",48,67
"443",17,"DB-S20","PHH",40,2015-09-01,"17:29",5,2015-06-27,"GGNY",48,66
"444",17,"RD-V20","ENM",16,2015-08-08,"17:10",11,2015-06-24,"SNME",48,45
"445",17,"DB-Y24","PHH",40,2015-09-01,"17:49",0,2015-06-20,"GGNY",48,73
"446",17,"RD-W38","PRPN",30,2015-08-22,"17:14",1,2015-06-20,"SNME",48,63
"447",17,"RD-W39","PWE",37,2015-08-29,"17:55",0,2015-06-22,"SNME",48,68
"448",17,"DB-L87","PWE",21,2015-08-13,"17:50",5,2015-06-22,"GGNY",48,52
"449",17,"DB-F28","PWE",21,2015-08-13,"17:36",12,2015-06-25,"MYMA",48,49
"450",17,"DB-F28","PHH",40,2015-09-01,"17:39",0,2015-06-25,"MYMA",48,68
"451",17,"DB-S60","PWE",21,2015-08-13,"17:56",4,2015-06-27,"GGNY",48,47
"452",17,"DB-Y49","CNB",28,2015-08-20,"17:52",0,2015-06-23,"GGNY",48,58
"453",17,"RD-S89","ENM",16,2015-08-08,"17:20",3,2015-06-26,"SYNH",48,43
"454",17,"DB-T80","PWE",37,2015-08-29,"17:54",0,2015-06-27,"GGNY",48,63
"455",17,"DB-P05","PHH",40,2015-09-01,"17:49",0,2015-06-25,"GGNY",48,68
"456",17,"DB-R30","PWE",21,2015-08-13,"17:45",2,2015-06-24,"GGNY",48,50
"457",17,"YL-F24","CNB",28,2015-08-20,"17:48",0,2015-06-19,"FICT",48,62
"458",17,"DB-R02","PWE",37,2015-08-29,"17:54",0,2015-06-23,"GGNY",48,67
"459",17,"DB-Y74","PWE",21,2015-08-13,"17:36",0,2015-06-24,"GGNY",48,50
"460",17,"RD-W61","PWE",21,2015-08-13,"17:44",1,2015-06-22,"SNME",48,52
"461",17,"DB-S89","PWE",37,2015-08-29,"17:53",0,2015-06-30,"GGNY",48,60
"462",17,"DB-Y82","PWE",7,2015-07-30,"17:19",0,2015-06-24,"GGNY",48,36
"463",17,"DB-T01","CNB",14,2015-08-06,"17:55",0,2015-06-26,"GGNY",48,41
"464",17,"DB-X30","PHH",40,2015-09-01,"17:49",0,2015-06-24,"GGNY",48,69
"466",17,"RD-V20","CNB",14,2015-08-06,"17:52",0,2015-06-24,"SNME",48,43
"467",17,"DB-R96","PHH",40,2015-09-01,"17:36",0,2015-06-26,"GGNY",48,67
"468",17,"RD-S83","PHH",40,2015-09-01,"17:38",0,2015-06-26,"SYNH",48,67
"469",17,"RD-W95","PWE",21,2015-08-13,"17:41",1,2015-06-24,"SNME",48,50
"470",17,"DB-W53","PHH",40,2015-09-01,"17:18",0,2015-06-27,"GGNY",48,66
"471",17,"DB-L52","CNB",28,2015-08-20,"17:42",0,2015-06-20,"GGNY",48,61
"472",18,"RD-T99","CNB",5,2015-07-28,"18:55",6,2015-06-16,"SNME",122,42
"473",18,"RD-L28","PWE",21,2015-08-13,"18:02",2,2015-07-10,"TBNS",122,34
"474",18,"DB-T81","PHH",24,2015-08-16,"18:40",0,2015-06-27,"GGNY",122,50
"475",18,"DB-T70","PWE",21,2015-08-13,"18:10",0,2015-06-27,"GGNY",122,47
"476",18,"YL-F38","CNB",28,2015-08-20,"18:00",0,2015-06-25,"FICT",122,56
"477",18,"RD-J64","PHH",24,2015-08-16,"18:34",2,2015-06-25,"JYME",122,52
"478",18,"DB-R54","CNB",14,2015-08-06,"18:03",1,2015-06-25,"GGNY",122,42
"479",18,"DB-Y74","CNB",14,2015-08-06,"18:20",3,2015-06-24,"GGNY",122,43
"480",18,"RD-S71","PRPN",11,2015-08-03,"18:59",0,2015-06-25,"SYNH",122,39
"481",18,"DB-U82","PWE",37,2015-08-29,"18:27",2,2015-07-02,"GGNY",122,58
"482",18,"RD-U46","PWE",58,2015-09-19,"18:44",0,2015-06-25,"EEME",122,86
"483",18,"DB-T77","PWE",21,2015-08-13,"18:20",7,2015-06-27,"GGNY",122,47
"484",18,"DB-Y00","PWE",37,2015-08-29,"18:10",2,2015-06-25,"GGNY",122,65
"485",18,"RD-S57","PWE",21,2015-08-13,"18:20",2,2015-06-24,"SYNH",122,50
"486",18,"DB-S74","PWE",37,2015-08-29,"18:05",0,2015-06-29,"GGNY",122,61
"487",18,"RD-S83","PWE",21,2015-08-13,"18:10",0,2015-06-26,"SYNH",122,48
"488",18,"DB-T60","CNB",28,2015-08-20,"18:30",0,2015-06-26,"GGNY",122,55
"489",18,"RD-J71","PRPN",11,2015-08-03,"18:25",0,2015-06-29,"JYME",122,35
"490",18,"DB-P09","PRPN",11,2015-08-03,"18:19",0,2015-06-25,"GGNY",122,39
"491",18,"RD-V61","PHH",40,2015-09-01,"18:06",0,2015-06-27,"SNME",122,66
"492",18,"DB-L42","PWE",37,2015-08-29,"18:31",8,2015-06-20,"GGNY",122,70
"493",18,"RD-U96","PWE",37,2015-08-29,"18:04",0,2015-06-29,"EEME",122,61
"494",18,"RD-J00","PWE",37,2015-08-29,"18:44",0,2015-06-25,"JYME",122,65
"495",18,"RD-W57","PWE",21,2015-08-13,"18:04",0,2015-06-20,"SNME",122,54
"496",18,"DB-Y20","CNB",14,2015-08-06,"18:13",1,2015-06-16,"GGNY",122,51
"497",18,"YL-E14","PWE",21,2015-08-13,"18:12",0,2015-07-17,"SYNH",122,27
"498",18,"DB-R11","PHH",40,2015-09-01,"18:04",0,2015-06-23,"GGNY",122,70
"499",18,"DB-U72","PHH",24,2015-08-16,"18:29",3,2015-07-01,"GGNY",122,46
"500",18,"DB-Z52","PHH",24,2015-08-16,"18:54",0,2015-07-03,"GGNY",122,44
"501",18,"RD-V03","PWE",37,2015-08-29,"18:39",3,2015-06-24,"SNME",122,66
"502",18,"DB-Y52","PWE",37,2015-08-29,"18:23",0,2015-06-23,"GGNY",122,67
"503",18,"RD-S06","PHH",2,2014-07-25,"18:21",2,2014-06-27,"SYNH",122,28
"504",18,"DB-R61","PWE",37,2015-08-29,"18:04",0,2015-06-25,"GGNY",122,65
"505",18,"DB-Y54","PHH",24,2015-08-16,"18:54",2,2015-06-23,"GGNY",122,54
"506",18,"RD-X38","PWE",37,2015-08-29,"18:17",0,2015-07-05,"EEME",122,55
"507",18,"RD-U46","PWE",37,2015-08-29,"18:30",0,2015-06-25,"EEME",122,65
"508",18,"RD-U91","CNB",14,2015-08-06,"18:02",3,2015-06-29,"EEME",122,38
"509",18,"RD-L12","PWE",21,2015-08-13,"18:26",0,2015-07-10,"TBNS",122,34
"510",18,"DB-L76","CNB",2,2015-07-25,"18:24",0,2015-06-19,"GGNY",122,36
"511",18,"DB-R37","CNB",28,2015-08-20,"18:04",0,2015-06-25,"GGNY",122,56
"512",18,"RD-V23","CNB",5,2015-07-28,"18:52",0,2015-06-25,"SNME",122,33
"513",18,"RD-U28","CNB",28,2015-08-20,"18:03",1,2015-06-22,"EEME",122,59
"514",18,"DB-R13","PRPN",11,2015-08-03,"18:30",0,2015-06-24,"GGNY",122,40
"515",18,"RD-W74","CNB",14,2015-08-06,"18:25",0,2015-06-22,"SNME",122,45
"516",18,"DB-L94","PHH",40,2015-09-01,"18:19",0,2015-06-22,"GGNY",122,71
"517",18,"DB-P53","WJP",8,2015-07-31,"18:12",1,2015-06-25,"GGNY",122,36
"518",19,"RD-S84","PRPN",11,2015-08-03,"19:17",1,2015-06-26,"SYNH",8,38
"519",19,"RD-T99","CNB",2,2015-07-25,"19:17",2,2015-06-16,"SNME",8,39
"520",19,"RD-U46","PRPN",11,2015-08-03,"19:19",3,2015-06-25,"EEME",8,39
